,a,b,cluster,name
70,-41.5374337513887,10.87235001952583,5,caterpie.png
71,-44.12656134085508,16.809029915036955,5,celebi.png
72,14.405516391908607,13.675542929362482,9,chandelure.png
73,-14.115984687115029,-3.257878970190354,2,chansey.png
74,83.97516647321096,41.2890001666192,7,charizard.png
75,-29.79230199490897,-0.20183812310515664,6,charmander.png
76,1.6089465318393963,-3.480142611768889,2,charmeleon.png
77,-33.5770774620466,-2.205246714149288,5,chatot.png
78,-22.913019258545678,-17.899089662876452,6,cherrim.png
79,-39.594456855043596,6.110521759296426,5,cherubi.png
80,-34.84918255123432,16.056263995945372,5,chikorita.png
81,-35.097486496575584,7.847958187567721,5,chimchar.png
82,-33.25674279208327,20.837380210221006,6,chimecho.png
83,-26.338391715304518,9.970592409262427,8,chinchou.png
84,-42.445572876074905,15.166004083872023,5,chingling.png
85,13.43921267904642,-3.881384922244135,3,cinccino.png
86,-16.17884400445038,-27.73430610522985,8,clamperl.png
87,50.38023866409204,-23.99012279716211,0,claydol.png
88,2.5912025077926364,0.1047352551898196,2,clefable.png
89,-24.19786366135806,-1.1175932526398014,8,clefairy.png
90,-45.83403876977299,16.96112142560193,5,cleffa.png
91,38.17956804310289,-23.96938909691557,0,cloyster.png
92,10.897544984725506,19.9492246275566,3,cobalion.png
93,45.274581742354,22.955919523061308,4,cofagrigus.png
94,-31.596814271373262,7.945105773922715,8,combee.png
95,-8.962045041454282,4.267826089901494,6,combusken.png
96,55.689234192285475,9.303751233809578,4,conkeldurr.png
97,-10.573468887897462,-16.891266027668074,2,corphish.png
98,-29.665697851648705,-0.02910207762787426,8,corsola.png
99,-35.68148633474633,11.993645320245712,8,cottonee.png
100,11.112498485473079,9.84655127997997,1,cradily.png
101,-14.136761640559577,-5.22810006300282,6,cranidos.png
102,38.930764439409714,-15.408460258225464,0,crawdaunt.png
103,21.465873242383573,32.99876801706927,3,cresselia.png
104,-20.93149228514518,-19.990569600742816,6,croagunk.png
105,3.5054877942459886,22.47640425222491,3,crobat.png
106,-6.221971631709695,-6.1711896032741205,6,croconaw.png
107,75.87459887184643,8.990308049478275,4,crustle.png
108,63.237109495867415,-18.017115244296836,0,cryogonal.png
109,-42.04494714307111,11.373751300710673,5,cubchoo.png
110,-34.49946104856477,3.569180186239595,5,cubone.png
111,-25.931039543548916,-5.450857735964365,8,cyndaquil.png
112,38.3708798004826,-1.51716036270337,3,darkrai.png
113,34.535374939241635,-31.696701933056715,0,darmanitan.png
114,-33.39986780651106,-6.006011719106916,8,darumaka.png
115,-33.37474262776077,5.374947798091603,6,deerling.png
116,-20.47014670800335,-16.223709156403892,6,deino.png
117,-6.130137330578536,-10.048041522286587,2,delcatty.png
118,-14.420693704888208,-7.443710111587157,6,delibird.png
119,28.755762464744326,-4.884769153220015,9,deoxys.png
120,-0.6388679354351119,29.092710003410076,6,dewgong.png
121,-14.962029906582554,-10.639090074146866,6,dewott.png
122,56.09117016805073,26.835265487489586,7,dialga.png
123,-42.42587989645664,12.511973764807612,5,diglett.png
124,-37.141495739537284,2.468726865983706,8,ditto.png
125,12.41739030574995,6.821952551454571,3,dodrio.png
126,-19.433460643237794,0.7123006411246517,8,doduo.png
127,36.42728258110065,-14.277042596540413,0,donphan.png
128,-2.426684211774632,20.8475844724612,6,dragonair.png
129,36.90215829807378,16.277717448817786,9,dragonite.png
130,80.03066739464421,5.240119229271891,4,drapion.png
131,-35.73997065084463,8.41307822496936,5,dratini.png
132,4.552603347198191,-16.577394135395533,2,drifblim.png
133,-32.82816171365474,5.99941484812033,5,drifloon.png
134,0.4908095423428806,-14.6227371198456,2,drilbur.png
135,0.8477122645989451,-9.051965631211166,2,drowzee.png
136,78.5293338460422,-7.013540638035067,4,druddigon.png
137,-43.215268202406136,16.073190736221928,5,ducklett.png
138,-16.305280964656827,-12.957114180763773,2,dugtrio.png
139,-31.746121510188186,3.278015313516041,8,dunsparce.png
140,-18.716600217195737,-12.653814275261986,8,duosion.png
141,-25.85231815092806,-0.1076586429103367,8,durant.png
142,27.457439357752428,-0.9676513750886828,9,dusclops.png
143,50.25539372312622,-20.107164277277622,4,dusknoir.png
144,-29.59858228101875,-8.262170605028954,8,duskull.png
145,-5.1477900943312145,-3.2043635030863498,2,dustox.png
146,-31.08613765935487,-6.467570666692999,8,dwebble.png
147,3.8075626349684635,-8.263521850469955,2,eelektrik.png
148,59.46467158343624,20.417598316712553,4,eelektross.png
149,-24.0070511206599,-12.915137519212658,8,eevee.png
150,-19.87507448726831,-14.841535014883114,8,ekans.png
151,9.892575939959563,0.5380547730300729,3,electabuzz.png
152,51.93296387486423,15.08469487886471,4,electivire.png
153,-21.988891259082738,-3.1422115172399656,8,electrike.png
154,-10.008954557990528,-7.154066989308494,2,electrode.png
155,-27.29111179508325,1.1125231324155906,8,elekid.png
156,-34.80805838211538,7.137161001653885,6,elgyem.png
157,111.04232754349512,4.853994657194162,4,emboar.png
158,-13.634656858882158,4.178654712648469,8,emolga.png
159,59.0150460543142,-15.530871255025716,9,empoleon.png
160,39.400152841704546,12.737213361717574,4,entei.png
161,23.888987011883295,3.4597814703702547,1,escavalier.png
162,-21.50008436347553,2.1958681866387733,6,espeon.png
163,64.88966414784517,-28.02597448259787,0,excadrill.png
164,-18.153254814108234,3.383905294648071,8,exeggcute.png
165,19.742086593700026,5.45262270121261,1,exeggutor.png
166,65.00537182707332,-13.367717437575466,0,exploud.png
167,-15.24157434444964,-12.489146843477569,6,farfetchd.png
168,53.654196322813306,5.814704134294118,3,fearow.png
169,-29.46393670700355,-0.21705702743990857,6,feebas.png
170,51.77873179034538,6.051273614983955,9,feraligatr.png
171,-40.53082202513425,3.1781753957830357,5,ferroseed.png
172,-10.8328468485699,-0.9028971902356813,8,ferrothorn.png
173,-35.35754273439108,4.772364241073649,8,finneon.png
174,-24.181422693035422,-2.994193491540137,6,flaaffy.png
175,-2.53442854682886,-8.46009361793413,2,flareon.png
176,18.43985557925723,3.3146850449770233,9,floatzel.png
177,20.91398677343202,22.308273649755346,3,flygon.png
178,-42.75697574885149,11.352889082899392,5,foongus.png
179,17.937307175758615,-33.84118698334815,0,forretress.png
180,29.647074825458766,-31.085573362582164,0,fraxure.png
181,-11.192925961466065,9.435190946836261,6,frillish.png
182,-23.898651257902603,-0.4307627812975301,6,froslass.png
183,-5.2388437901478975,3.326297717412659,2,furret.png
184,22.686494749401838,-19.852770034725197,0,gabite.png
185,-15.263502895291094,5.145464728857249,6,gallade.png
186,8.86310426954723,-6.512484801760135,2,galvantula.png
187,79.93758620397622,9.062718730350468,4,garbodor.png
188,67.29689708470838,2.862858736815279,4,garchomp.png
189,-3.147443527925009,36.449171312145154,6,gardevoir.png
190,0.48819811178765343,-25.828564827612368,2,gastly.png
191,2.6525525346475627,-5.679545421840301,6,gastrodon.png
192,38.70776713058512,-21.062098325931323,1,genesect.png
193,31.590608980642873,-35.75037055209359,0,gengar.png
194,-26.750551878213038,6.811471970624139,8,geodude.png
195,-7.28467834530641,-26.028720269678505,2,gible.png
196,81.96044507641126,-14.742897580219916,9,gigalith.png
197,1.470711544193455,11.144416966660447,3,girafarig.png
198,78.943388368964,45.83716754009562,7,giratina.png
199,-5.018025501352304,10.007844882654265,2,glaceon.png
200,34.96936393714221,-13.672649428024233,0,glalie.png
201,-2.5358155875785093,-3.940583500741377,2,glameow.png
202,16.40140992279598,-22.07057992162036,2,gligar.png
203,40.263056593782615,-10.599595882903643,3,gliscor.png
204,-11.443372053330586,-25.070705419732786,2,gloom.png
205,24.89632139498526,9.913584029505357,3,golbat.png
206,-24.542040395988884,5.230172741798012,8,goldeen.png
207,-1.8549170200870921,-8.982741954027384,2,golduck.png
208,31.664841695285673,-27.24435910778269,0,golem.png
209,18.198913260169714,-13.225182292592235,0,golett.png
210,63.972448544631774,29.10699484515095,7,golurk.png
211,-9.208494870820502,15.114885448259715,6,gorebyss.png
212,-39.428353716085184,3.1095543113300823,5,gothita.png
213,29.913646604996693,15.2562079940272,1,gothitelle.png
214,-7.444071998945486,-11.800455185032492,6,gothorita.png
215,3.9427646972318553,-16.657964978439093,2,granbull.png
216,6.364074248452638,-13.71653042410033,2,graveler.png
217,-16.872641015302463,-12.46542658597378,8,grimer.png
218,28.404114782615522,-8.851684968306476,0,grotle.png
219,99.47697064665525,6.039192418658439,7,groudon.png
220,11.023541184126401,-5.255763177407414,2,grovyle.png
221,-15.551663063229688,-10.728932894591619,8,growlithe.png
222,29.71410242846605,-30.663200704792548,0,grumpig.png
223,-40.75359819811737,18.37924709605512,5,gulpin.png
224,16.3695047846993,-8.34823226880233,1,gurdurr.png
225,57.60622331827651,14.583187650733409,4,gyarados.png
226,-40.15487918242686,13.689931052060345,5,happiny.png
227,66.01572601687106,15.12179462711051,7,hariyama.png
228,16.710845919778485,-28.685605488150905,0,haunter.png
229,60.07031482773197,9.619185620449263,7,haxorus.png
230,41.35346415898288,-20.401886668375514,0,heatmor.png
231,31.49087212646069,1.9063793194796987,4,heatran.png
232,3.8448423230550817,-12.10979390707996,2,heracross.png
233,9.423286441798021,-17.818296650204907,2,herdier.png
234,-5.66455073996364,-7.384050245790472,2,hippopotas.png
235,54.25956647621022,3.960283583884529,0,hippowdon.png
236,-21.67107458557158,-8.445033939401943,6,hitmonchan.png
237,-12.66166647791038,7.324828672281176,8,hitmonlee.png
238,-14.578101532973209,3.292477005563445,6,hitmontop.png
239,61.413640052962805,72.30489981851512,7,ho-oh.png
240,20.057375128600615,-34.314691720362994,0,honchkrow.png
241,-29.248831452180532,-7.858387903680016,6,hoothoot.png
242,-34.51983203553173,10.752280872725853,5,hoppip.png
243,-44.11054463623149,16.778713108164112,5,horsea.png
244,19.81309671089169,16.142929326237436,3,houndoom.png
245,-20.30272832726435,-17.112234687154356,6,houndour.png
246,14.722233731136924,12.787731127593599,3,huntail.png
247,71.03430717033187,-4.725478462515751,7,hydreigon.png
248,0.6824436135992448,1.3721760404099255,2,hypno.png
249,-45.2657818350343,14.212820968677164,5,igglybuff.png
250,-22.280119616335668,-16.93901453846122,6,illumise.png
251,12.505500032813536,25.21379554472431,3,infernape.png
252,13.698516468594647,-28.411492508800915,2,ivysaur.png
253,28.908236166737574,8.69032219680949,9,jellicent.png
254,-33.373731538684694,-0.7414159649463121,8,jigglypuff.png
255,-29.41836636654793,3.3556328835777793,8,jirachi.png
256,-19.81360860903523,-5.298562697757362,8,jolteon.png
257,-37.134125684114345,12.627880431854281,5,joltik.png
258,-25.035396598147454,3.3685672590079103,6,jumpluff.png
259,25.906892603590872,-21.380550677092945,0,jynx.png
260,-36.1315305731767,-5.687534771748079,8,kabuto.png
261,8.632962679194893,4.1466622064210235,2,kabutops.png
262,19.968013642683964,-9.11292657164689,3,kadabra.png
263,-44.069474074667646,13.051841679650664,5,kakuna.png
264,41.061303356711974,3.819687789837827,9,kangaskhan.png
265,-38.1076053882039,1.6358707573626103,5,karrablast.png
266,-15.955999660799161,-1.7432564798150352,6,kecleon.png
267,5.216907112469641,-7.191526562052237,2,keldeo.png
268,-6.9540324817836785,3.354245428426461,6,kingdra.png
269,25.490710482661342,19.968122321958536,4,kingler.png
270,-29.46827555660801,3.945374369483416,5,kirlia.png
271,15.179690063832398,-19.916742862869143,2,klang.png
272,-30.92033210771819,0.3876477897400985,5,klink.png
273,36.14853227825959,-13.77379703026418,0,klinklang.png
274,-16.462196262800713,-0.7314140933344837,8,koffing.png
275,-18.181267943241238,-3.6534829456842277,8,krabby.png
276,-26.100851925378258,-9.057794736247194,6,kricketot.png
277,10.51927516555164,-21.63045784156525,2,kricketune.png
278,12.630400759321367,-22.361916526846322,2,krokorok.png
279,80.07801605109965,1.9063577519732133,4,krookodile.png
280,62.32745104798761,14.916751772996676,4,kyogre.png
281,23.823964658138244,10.782724391679587,4,kyurem.png
282,8.382486615997989,-21.22841381121624,2,lairon.png
283,-15.55408119130511,-2.0298687643846662,8,lampent.png
284,54.56585898375015,11.658852412985896,9,landorus.png
285,-4.462677432151813,2.077045632861536,2,lanturn.png
286,21.494900317321246,23.248115584972098,9,lapras.png
287,-23.047127824510913,0.5477972542237026,6,larvesta.png
288,-35.84057356329502,15.195254032007258,5,larvitar.png
289,8.851763223894876,18.85087054139201,3,latias.png
290,26.752187159486137,27.297913334554558,3,latios.png
291,-8.501283513887238,4.225269427306117,2,leafeon.png
292,-9.925332573424878,7.034465857425163,6,leavanny.png
293,-4.853757500662847,-22.263381106438676,2,ledian.png
294,-18.166544989388438,-12.32310844892185,6,ledyba.png
295,26.11530098121102,1.0407281899121312,9,lickilicky.png
296,22.212833860603972,-11.731298431717754,0,lickitung.png
297,9.528183199576038,16.612049488463906,3,liepard.png
298,-6.000140328702195,-10.33281825830412,6,lileep.png
299,13.27889309481172,0.2071109387536847,1,lilligant.png
300,-29.777891990154902,-2.0025126666416146,6,lillipup.png
301,-8.935472650058957,8.125451448556499,8,linoone.png
302,-43.55814174608337,14.531722282257157,5,litwick.png
303,-14.483422464014366,-7.752031861731997,6,lombre.png
304,4.264189259078509,-12.678434544444306,2,lopunny.png
305,-33.608964112458985,-7.009194800442443,8,lotad.png
306,34.268640378295,-15.594427802226237,3,loudred.png
307,-3.529626388204153,-13.997320826208869,2,lucario.png
308,29.869660270975004,-0.7407283276959877,3,ludicolo.png
309,15.932819134294949,55.83917085870508,9,lugia.png
310,7.734954995325862,-17.40216506112117,2,lumineon.png
311,-12.989966575608277,-17.145916442424987,2,lunatone.png
312,-45.24805955401068,16.134292042385432,5,luvdisc.png
313,2.427517906291353,-10.64185751853475,2,luxio.png
314,42.745566351419214,-2.2962572777168204,3,luxray.png
315,33.710468974760424,-1.1378191600728553,3,machamp.png
316,20.666463986664077,-0.9752717516494673,3,machoke.png
317,-18.907691896012516,-3.489097530836307,6,machop.png
318,-36.4571293805275,-0.942834933188895,5,magby.png
319,23.347884248429043,-24.595185266311923,0,magcargo.png
320,-17.59040281074417,-11.694502610857691,8,magikarp.png
321,25.75834091492513,-19.026542435550695,0,magmar.png
322,63.45090078534475,-6.620958368657044,4,magmortar.png
323,-44.33171799471847,19.236664550177384,5,magnemite.png
324,7.326960463538044,-18.311330446680703,2,magneton.png
325,23.861223718123636,-0.44075336610689253,4,magnezone.png
326,-9.741049374585595,-6.137468820743992,2,makuhita.png
327,78.7548735440071,21.675807392840184,4,mamoswine.png
328,-29.538485700379685,13.519059832827239,8,manaphy.png
329,40.22798684737251,-29.042180942764183,0,mandibuzz.png
330,9.10232247011332,2.802350644428491,3,manectric.png
331,-16.398300727242123,12.350897447212976,8,mankey.png
332,1.08203114837661,4.900759523781174,2,mantine.png
333,-3.280890022020893,-5.430832110089244,2,mantyke.png
334,11.71040575470895,-1.4367968787679264,3,maractus.png
335,-25.76237200185879,1.3291247030925113,8,mareep.png
336,-30.300885442186,-1.2236673251298602,8,marill.png
337,-18.163936575264596,3.7349317713772,6,marowak.png
338,-8.169391521612644,-6.636516206035606,6,marshtomp.png
339,-5.469003079317278,20.893111813503875,3,masquerain.png
340,1.9912228531993366,-17.179249500365128,2,mawile.png
341,-15.283603927851697,2.2978560178043583,6,medicham.png
342,-33.22933928174359,0.5684834573388873,5,meditite.png
343,16.279213944086326,15.146354634990553,9,meganium.png
344,-23.170832384592455,-3.9888591620241276,6,meloetta.png
345,-17.805802134408413,-9.031077440375565,6,meowth.png
346,-16.497079888953568,-6.354082042696857,6,mesprit.png
347,47.489206515155665,4.028044394895547,4,metagross.png
348,27.586729270659866,6.737029143622092,4,metang.png
349,-42.280246074973626,12.826877865197913,5,metapod.png
350,-31.0440576590036,16.586387196192263,5,mew.png
351,7.156976631478373,-1.0678760057100072,2,mewtwo.png
352,-27.33140392353839,2.464152610247653,8,mienfoo.png
353,-4.325333693620115,15.629748300340866,6,mienshao.png
354,37.04419577467412,-3.027878772489889,3,mightyena.png
355,38.28609884372946,40.174029582196646,9,milotic.png
356,-5.256297979777588,-8.633351555771341,6,miltank.png
357,-26.296239151229063,-0.853802498021119,6,mime-jr.png
358,-1.1897417762540796,2.7018997740170794,2,minccino.png
359,-39.676943080483674,16.234959405731097,5,minun.png
360,-16.73846774188136,-26.06315979062331,8,misdreavus.png
361,22.372831294599376,-34.65871502834831,1,mismagius.png
362,11.711366518848045,19.54170092353701,3,moltres.png
363,-9.941175810021011,-7.570035089840659,6,monferno.png
364,-10.341859994381911,-3.4572737704392966,2,mothim.png
365,-5.16318721125345,-5.403103844174277,2,mr-mime.png
366,-33.60200842297737,2.267401265453388,5,mudkip.png
367,43.540991303899915,10.627748046664086,4,muk.png
368,-17.68691954143321,-15.420508541292545,6,munchlax.png
369,-42.721231479394355,14.52103562083565,5,munna.png
370,-20.970015754598816,-22.768588802999698,8,murkrow.png
371,24.494515002350983,15.463240243233825,9,musharna.png
372,-43.19656389223551,11.363372758011623,5,natu.png
373,63.409680113206484,3.1292299351668977,4,nidoking.png
374,29.000526938260712,3.9556740718314916,9,nidoqueen.png
375,-38.569379660237104,6.842696456350496,5,nidoranf.png
376,-32.34551637201062,-5.428879560782135,8,nidoranm.png
377,-21.099475032901772,-7.748463361043549,8,nidorina.png
378,5.970342069398979,-30.960761949136295,2,nidorino.png
379,-37.80798475899508,14.777897927991987,5,nincada.png
380,24.570419971331866,27.459664528497903,3,ninetales.png
381,-12.339888510599762,4.6228560125013685,8,ninjask.png
382,-5.140981311928528,-5.09859063217046,6,noctowl.png
383,-1.830214417671274,-40.425928658938915,2,nosepass.png
384,-21.14165259657208,0.3311077064216885,6,numel.png
385,-16.517567113444898,-4.679678079922558,6,nuzleaf.png
386,-6.5886498320186275,-26.33114282474413,2,octillery.png
387,-40.87386835096646,7.745081082669635,5,oddish.png
388,-34.72401586277878,0.843150953263921,8,omanyte.png
389,-8.695584229128613,-13.038590435634248,2,omastar.png
390,50.01494330480776,9.87428653345689,4,onix.png
391,-41.861479181540275,10.210731634985793,5,oshawott.png
392,-26.712021552600184,5.412234543558699,8,pachirisu.png
393,49.04087702468691,13.94193099883946,4,palkia.png
394,-13.0901580286495,-19.028557917811394,2,palpitoad.png
395,-22.06430550918545,0.44159864340392646,6,panpour.png
396,-25.313490676670433,-3.8754217354947165,6,pansage.png
397,-23.540230257987375,-11.371064271005865,6,pansear.png
398,-26.37531359248912,-3.7668045512426827,8,paras.png
399,18.336314370013962,-26.952987531912306,0,parasect.png
400,-23.40374023704621,-13.511100920433073,8,patrat.png
401,-20.862167751810784,-7.015463953550214,6,pawniard.png
402,3.789833807961393,11.831525681213114,6,pelipper.png
403,0.8466670447847396,18.32185691556575,6,persian.png
404,-37.95377994269743,7.738785200854074,5,petilil.png
405,-39.80404613919856,11.924114504853181,5,phanpy.png
406,-30.51727921690495,4.7219485704954005,8,phione.png
407,-40.91237300263435,13.015854032559897,5,pichu.png
408,30.462189399847734,-6.489795028380538,9,pidgeot.png
409,15.833333821096858,19.701649904876763,3,pidgeotto.png
410,-35.15052646249812,-0.334412693550731,5,pidgey.png
411,-39.80185204597688,5.97303038043352,5,pidove.png
412,24.239474151161396,-32.881329413934644,0,pignite.png
413,-28.64861734107098,1.5304189642566743,6,pikachu.png
414,18.010332696359963,-11.923455218683936,2,piloswine.png
415,-29.79641993909945,-8.436364690066949,8,pineco.png
416,7.268556792891965,-11.990992414965339,2,pinsir.png
417,-42.00867261319724,10.436347274983618,5,piplup.png
418,-36.730626885704005,9.067747492852524,5,plusle.png
419,-14.877660102925962,-6.362588184799031,6,politoed.png
420,-28.764798613414087,-0.5647073493211437,8,poliwag.png
421,3.2948695440134514,-23.300908386425366,2,poliwhirl.png
422,38.58288525890712,-4.833763421392234,3,poliwrath.png
423,-9.672167225772746,4.689980672907359,6,ponyta.png
424,-22.81682218547726,-7.047276904564376,8,poochyena.png
425,-31.93898030976639,-1.1099507213453403,5,porygon-z.png
426,-33.761534319385255,-0.7747518463533289,5,porygon.png
427,-39.5648412496842,7.707644753106336,5,porygon2.png
428,5.320244316995118,6.0643955244196635,3,primeape.png
429,-6.1373786121260485,-16.468926019693065,2,prinplup.png
430,69.16294445419608,-21.221315397979637,9,probopass.png
431,-29.64041242146871,-0.49903674345302074,6,psyduck.png
432,-29.35197111382762,-4.484993022489515,6,pupitar.png
433,-16.712567570197006,-4.82521338116819,6,purrloin.png
434,22.529315504587153,-2.070001209311265,0,purugly.png
435,0.36280737188801326,2.4548434705012854,2,quagsire.png
436,7.646625350156069,-2.0686536575701298,3,quilava.png
437,-29.651892616583417,0.186726899643682,5,qwilfish.png
438,2.500873212386096,-2.7160778338544835,6,raichu.png
439,29.769272818574457,11.093892952755441,3,raikou.png
440,-41.76383405466468,12.626092700443246,5,ralts.png
441,30.601416053578074,3.578889838921609,9,rampardos.png
442,33.28778032904244,20.906704533441296,3,rapidash.png
443,-1.7695514491667688,-11.626520780477762,2,raticate.png
444,-35.3525102586263,8.957159198265963,8,rattata.png
445,39.09239414828446,26.298715740580814,9,rayquaza.png
446,39.28142634576046,-3.6491039247071093,0,regice.png
447,50.16996012500322,35.06528928107513,4,regigigas.png
448,41.009415350255125,23.530188380586168,4,regirock.png
449,25.039465437116252,7.443949505130218,9,registeel.png
450,-9.160425608441072,-10.847798892812076,2,relicanth.png
451,-39.72556985910597,14.631826160622033,5,remoraid.png
452,56.13589707704056,56.18380633948085,9,reshiram.png
453,12.335066854219184,-1.0379057991148444,2,reuniclus.png
454,27.902648814257766,11.938519475439149,9,rhydon.png
455,28.04329342618309,-12.714319659987114,0,rhyhorn.png
456,108.36934268807799,5.896095080627715,7,rhyperior.png
457,-23.70896595032802,-11.546865347373886,6,riolu.png
458,-43.46916737657432,9.046337543161243,5,roggenrola.png
459,-16.996051176839146,-0.9452492623189048,8,roselia.png
460,4.647141867382637,-4.975902675999687,2,roserade.png
461,-35.62440646247051,16.702179602453473,5,rotom.png
462,-29.170553130007104,-4.068675478355331,6,rufflet.png
463,-23.634561268247218,-13.427716208553496,8,sableye.png
464,72.22442742916625,27.749859749945603,4,salamence.png
465,45.9122326047924,26.574933864153316,9,samurott.png
466,-29.904083983849034,-1.5435397769742323,8,sandile.png
467,-35.93228992585138,3.4263849377445896,5,sandshrew.png
468,0.026485065199562507,-23.611459630061105,2,sandslash.png
469,12.014224586301724,-14.18617353117776,2,sawk.png
470,7.960422121160786,2.9000264633110224,2,sawsbuck.png
471,39.00097131746522,2.281515961273861,9,sceptile.png
472,37.723308944873814,-7.155381853444408,0,scizor.png
473,72.34275551190935,30.122246125503775,9,scolipede.png
474,-3.10837048253981,6.1898025229570655,6,scrafty.png
475,-37.05035975836788,11.490244553565038,5,scraggy.png
476,-14.75714831663311,0.3251300118156123,8,scyther.png
477,-16.877318085068133,-9.971818219083774,6,seadra.png
478,1.8691720525132942,-17.150325265505636,2,seaking.png
479,-5.468708550852411,3.1512201828896216,2,sealeo.png
480,-40.95417185781337,4.87922718682577,5,seedot.png
481,-23.355596310505494,11.151420347428212,6,seel.png
482,71.76177535118407,-9.210627422735767,4,seismitoad.png
483,-17.303804252624964,6.347720881858174,6,sentret.png
484,29.114781164594287,32.22901179618141,9,serperior.png
485,-20.20279073443917,14.047805883386374,6,servine.png
486,53.61312372493808,44.644881304110754,9,seviper.png
487,-41.5062403357845,10.240881786410043,5,sewaddle.png
488,10.661116959324222,-19.65681437039136,2,sharpedo.png
489,-42.41890189400108,13.986885389127789,5,shaymin.png
490,-25.696801283404707,-2.166049148374989,8,shedinja.png
491,-8.059868663227853,-14.362979742765095,2,shelgon.png
492,-33.513840550148814,-1.942799010406049,8,shellder.png
493,-39.31934866775608,7.573461583800599,5,shellos.png
494,-29.872462048849616,-0.9882884329480217,8,shelmet.png
495,-28.467240932729982,-10.51912860093167,8,shieldon.png
496,40.82451504252649,3.16983098475282,0,shiftry.png
497,-28.116144114241706,-4.072111621205062,8,shinx.png
498,-40.99307051011922,11.743839937932428,5,shroomish.png
499,-29.292280861352108,5.108027687315647,6,shuckle.png
